rep,parameter,true,recovered
2,v_z_IAW_image:C(OVcate)[high],1.0808486515356943,0.8026114132468802
3,t,0.44958058020707387,0.4532742082822521
3,a(low),2.116089463098766,2.081173883352009
3,a(medium),1.9120959493915484,1.8609720995250914
3,a(high),1.750724781763786,1.7354592350406723
3,v_Intercept,1.6047948550084812,1.6172903345535847
3,v_z_AttentionW,1.2826626993636532,1.1551330783568174
3,v_z_IAW_chart:C(OVcate)[low],1.423069023343071,1.4458985505914752
3,v_z_IAW_chart:C(OVcate)[medium],1.2136566518772178,1.1164188496203407
3,v_z_IAW_chart:C(OVcate)[high],1.3698339046213146,1.2823484751035599
3,v_z_IAW_image:C(OVcate)[low],0.8947884033611218,0.7812623948030308
3,v_z_IAW_image:C(OVcate)[medium],0.9220238612963175,0.9095929174825824
3,v_z_IAW_image:C(OVcate)[high],1.1636785047619334,1.0021344839759974
4,t,0.4566767166374842,0.46173185115850246
4,a(low),2.129777014010457,2.109941575039214
4,a(medium),2.0151978722190895,1.9332295708543819
4,a(high),2.10936394312336,2.0675095915317967
4,v_Intercept,1.4411311609828785,1.4580299234066765
4,v_z_AttentionW,1.2728643266838253,1.2141174448630776
4,v_z_IAW_chart:C(OVcate)[low],1.293034253972033,1.29582188852128
4,v_z_IAW_chart:C(OVcate)[medium],1.584588888630895,1.4716252629539954
4,v_z_IAW_chart:C(OVcate)[high],1.4002612979421385,1.370119462101519
4,v_z_IAW_image:C(OVcate)[low],0.9238833237194692,0.9140083866124493
4,v_z_IAW_image:C(OVcate)[medium],0.9886627322702635,0.9496270070869162
4,v_z_IAW_image:C(OVcate)[high],1.1924580390780815,1.1599765350080722
5,t,0.4541188062299175,0.4694680353577441
5,a(low),1.9981220745829558,1.9185364485077956
5,a(medium),2.145647821753567,2.081338993563817
5,a(high),1.7756119927444114,1.6951551779608187
5,v_Intercept,1.517560736614032,1.582845895772911
5,v_z_AttentionW,1.2542684409794342,1.2562340032127515
5,v_z_IAW_chart:C(OVcate)[low],1.3123669613520206,1.4130450839907722
5,v_z_IAW_chart:C(OVcate)[medium],1.4741807032300374,1.4623439975916503
5,v_z_IAW_chart:C(OVcate)[high],1.1472919701637871,1.0922800681210945
5,v_z_IAW_image:C(OVcate)[low],1.0420988287251594,1.0956168953913956
5,v_z_IAW_image:C(OVcate)[medium],0.8740518854026261,0.7864741758051569
5,v_z_IAW_image:C(OVcate)[high],0.949828214629693,0.940654366982635
6,t,0.41870879335384276,0.4270773215169437
6,a(low),1.929922824778329,1.8836113604384395
6,a(medium),2.2035647346761045,2.1295347143215912
6,a(high),1.8775932220288427,1.833846283781677
6,v_Intercept,1.3580665804575613,1.3533803503632038
6,v_z_AttentionW,1.157863488878636,0.971669661818792
6,v_z_IAW_chart:C(OVcate)[low],1.4508553548598404,1.2963906678563586
6,v_z_IAW_chart:C(OVcate)[medium],1.203655574152898,0.9745422585590986
6,v_z_IAW_chart:C(OVcate)[high],0.9990370908950076,0.638648647780906
6,v_z_IAW_image:C(OVcate)[low],1.074198413874163,1.0224218239430383
6,v_z_IAW_image:C(OVcate)[medium],0.7224798327688311,0.535187851690056
6,v_z_IAW_image:C(OVcate)[high],0.8145180815778583,0.6194374523659608
7,t,0.420283366426191,0.42943245936575714
7,a(low),2.2274926910988113,2.2022317858350244
7,a(medium),2.1235818840094365,2.127467434840747
7,a(high),1.7961275151508473,1.7560176037565087
7,v_Intercept,1.4257191206919697,1.5495124578888926
7,v_z_AttentionW,1.1717528026591113,1.2742455721486512
7,v_z_IAW_chart:C(OVcate)[low],1.0957496253544814,1.2285384796509273
7,v_z_IAW_chart:C(OVcate)[medium],1.4015291808527668,1.4231379151378105
7,v_z_IAW_chart:C(OVcate)[high],1.4277379158990535,1.4944133766081404
