param,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_ES_InattentionW_S_subj.3,0.0419679109546843,0.0036024118480939,0.0349710225308463,0.0395463929239805,0.0419248861639099,0.0443740580140196,0.0490887265852597,4.766079629739684e-05
v_ES_InattentionW_S_subj.4,0.0248201774848384,0.0032718050061501,0.0185049432081177,0.0226128913717652,0.0247639625328792,0.0270112347868444,0.031260214524885,4.553031797775298e-05
v_ES_InattentionW_S_subj.5,0.0233098103689574,0.0032017256880481,0.0170472695193286,0.0211635840110539,0.0232984402536805,0.0254513395940988,0.0296692009517796,4.187051049007498e-05
v_ES_InattentionW_S_subj.7,0.0361988002891336,0.0028443953960436,0.0306471044845898,0.0342634775553583,0.036200881762318,0.0380786805410997,0.0418108531998996,4.591761670962928e-05
v_ES_InattentionW_S_subj.8,0.0499217663031081,0.0035462237759288,0.0430709097051356,0.0474955111179455,0.0498834416733918,0.0522967938089793,0.0568937020330294,6.140790662210145e-05
v_ES_InattentionW_S_subj.10,0.0071434979717132,0.0037252089972112,-0.0002139164133495,0.0046391433877177,0.0071180187416731,0.0096904065021849,0.0143973727288277,4.713982571995679e-05
v_ES_InattentionW_S_subj.11,0.0347015477180304,0.0034875161769548,0.0279616479366463,0.0323353385476918,0.034693019990265,0.0370124279463489,0.0416281389946647,4.449068959891649e-05
v_ES_InattentionW_S_subj.12,0.0303402556910887,0.0028740847519337,0.024892718235778,0.0283717363568448,0.0302845755886711,0.032257645174637,0.0360918419220851,3.950758405049869e-05
v_ES_InattentionW_S_subj.13,0.0505979089327336,0.0039711522698475,0.0429703275606082,0.0479044384058699,0.0505717233389305,0.0532688978426609,0.0585594411810155,5.772597326105283e-05
v_ES_InattentionW_S_subj.15,0.0303861228063916,0.003516773465067,0.023516200835418,0.0280032286468593,0.0303319436542871,0.0327205118291128,0.0374120166554177,4.728496753260208e-05
v_ES_InattentionW_S_subj.16,0.0271622920778141,0.0022287679097414,0.0228928239658765,0.025647742906069,0.0271105320645043,0.0286597662251312,0.0316407447216956,4.1843291911352376e-05
